Year;Country;Source;Emission
2005;Malaysia;Waste;33.20000
2006;Malaysia;Waste;35.90000
2007;Malaysia;Waste;37.00000
2008;Malaysia;Waste;38.40000
2009;Malaysia;Waste;39.50000
2010;Malaysia;Waste;40.50000
2011;Malaysia;Waste;41.40000
2012;Malaysia;Waste;43.00000
2013;Malaysia;Waste;43.90000
2014;Malaysia;Waste;45.30000
2015;Malaysia;Waste;45.30000
2016;Malaysia;Waste;47.50000
2017;Malaysia;Waste;48.70000
2018;Malaysia;Waste;49.90000
1850;Malaysia;Agriculture;0.27100
1851;Malaysia;Agriculture;0.29400
1852;Malaysia;Agriculture;0.31600
1853;Malaysia;Agriculture;0.33700
1854;Malaysia;Agriculture;0.35800
1855;Malaysia;Agriculture;0.37800
1856;Malaysia;Agriculture;0.39800
1857;Malaysia;Agriculture;0.41700
1858;Malaysia;Agriculture;0.43600
1859;Malaysia;Agriculture;0.45400
1860;Malaysia;Agriculture;0.47100
1861;Malaysia;Agriculture;0.48700
1862;Malaysia;Agriculture;0.50300
1863;Malaysia;Agriculture;0.51900
1864;Malaysia;Agriculture;0.53400
1865;Malaysia;Agriculture;0.54900
1866;Malaysia;Agriculture;0.56400
1867;Malaysia;Agriculture;0.57800
1868;Malaysia;Agriculture;0.59200
1869;Malaysia;Agriculture;0.60500
1870;Malaysia;Agriculture;0.61800
1871;Malaysia;Agriculture;0.63300
1872;Malaysia;Agriculture;0.65100
1873;Malaysia;Agriculture;0.67100
1874;Malaysia;Agriculture;0.69300
1875;Malaysia;Agriculture;0.71500
1876;Malaysia;Agriculture;0.73700
1877;Malaysia;Agriculture;0.75800
1878;Malaysia;Agriculture;0.77800
1879;Malaysia;Agriculture;0.79500
1880;Malaysia;Agriculture;0.80800
1881;Malaysia;Agriculture;0.81900
1882;Malaysia;Agriculture;0.83000
1883;Malaysia;Agriculture;0.83900
1884;Malaysia;Agriculture;0.84800
1885;Malaysia;Agriculture;0.85700
1886;Malaysia;Agriculture;0.86500
1887;Malaysia;Agriculture;0.87200
1888;Malaysia;Agriculture;0.88000
1889;Malaysia;Agriculture;0.88700
1890;Malaysia;Agriculture;0.94500
1891;Malaysia;Agriculture;0.95200
1892;Malaysia;Agriculture;0.96200
1893;Malaysia;Agriculture;0.97300
1894;Malaysia;Agriculture;0.98800
1895;Malaysia;Agriculture;1.00000
1896;Malaysia;Agriculture;1.02000
1897;Malaysia;Agriculture;1.04000
1898;Malaysia;Agriculture;1.06000
1899;Malaysia;Agriculture;1.08000
1900;Malaysia;Agriculture;1.10000
1901;Malaysia;Agriculture;1.13000
1902;Malaysia;Agriculture;1.15000
1903;Malaysia;Agriculture;1.18000
1904;Malaysia;Agriculture;1.21000
1905;Malaysia;Agriculture;1.24000
1906;Malaysia;Agriculture;1.28000
1907;Malaysia;Agriculture;1.32000
1908;Malaysia;Agriculture;1.36000
1909;Malaysia;Agriculture;1.41000
1910;Malaysia;Agriculture;1.46000
1911;Malaysia;Agriculture;1.51000
1912;Malaysia;Agriculture;1.58000
1913;Malaysia;Agriculture;1.66000
1914;Malaysia;Agriculture;1.75000
1915;Malaysia;Agriculture;1.84000
1916;Malaysia;Agriculture;1.94000
1917;Malaysia;Agriculture;2.04000
1918;Malaysia;Agriculture;2.13000
1919;Malaysia;Agriculture;2.23000
1920;Malaysia;Agriculture;2.32000
1921;Malaysia;Agriculture;2.42000
1922;Malaysia;Agriculture;2.54000
1923;Malaysia;Agriculture;2.67000
1924;Malaysia;Agriculture;2.81000
1925;Malaysia;Agriculture;2.95000
1926;Malaysia;Agriculture;3.09000
1927;Malaysia;Agriculture;3.21000
1928;Malaysia;Agriculture;3.32000
1929;Malaysia;Agriculture;3.40000
1930;Malaysia;Agriculture;3.45000
1931;Malaysia;Agriculture;3.47000
1932;Malaysia;Agriculture;3.47000
1933;Malaysia;Agriculture;3.46000
1934;Malaysia;Agriculture;3.44000
1935;Malaysia;Agriculture;3.41000
1936;Malaysia;Agriculture;3.38000
1937;Malaysia;Agriculture;3.35000
1938;Malaysia;Agriculture;3.32000
1939;Malaysia;Agriculture;3.30000
1940;Malaysia;Agriculture;3.29000
1941;Malaysia;Agriculture;3.34000
1942;Malaysia;Agriculture;3.48000
1943;Malaysia;Agriculture;3.68000
1944;Malaysia;Agriculture;3.93000
1945;Malaysia;Agriculture;4.20000
1946;Malaysia;Agriculture;4.47000
1947;Malaysia;Agriculture;4.72000
1948;Malaysia;Agriculture;4.94000
1949;Malaysia;Agriculture;5.08000
1950;Malaysia;Agriculture;5.16000
1951;Malaysia;Agriculture;5.19000
1952;Malaysia;Agriculture;5.26000
1953;Malaysia;Agriculture;5.34000
1954;Malaysia;Agriculture;5.44000
1955;Malaysia;Agriculture;5.55000
1956;Malaysia;Agriculture;5.67000
1957;Malaysia;Agriculture;5.77000
1958;Malaysia;Agriculture;5.88000
1959;Malaysia;Agriculture;5.97000
1960;Malaysia;Agriculture;6.04000
1961;Malaysia;Agriculture;6.24000
1962;Malaysia;Agriculture;6.37000
1963;Malaysia;Agriculture;6.41000
1964;Malaysia;Agriculture;6.47000
1965;Malaysia;Agriculture;6.60000
1966;Malaysia;Agriculture;6.63000
1967;Malaysia;Agriculture;6.72000
1968;Malaysia;Agriculture;6.84000
1969;Malaysia;Agriculture;6.99000
1970;Malaysia;Agriculture;7.23000
1971;Malaysia;Agriculture;7.33000
1972;Malaysia;Agriculture;7.53000
1973;Malaysia;Agriculture;7.67000
1974;Malaysia;Agriculture;7.50000
1975;Malaysia;Agriculture;7.75000
1976;Malaysia;Agriculture;7.85000
1977;Malaysia;Agriculture;7.90000
1978;Malaysia;Agriculture;7.61000
1979;Malaysia;Agriculture;8.35000
1980;Malaysia;Agriculture;8.35000
1981;Malaysia;Agriculture;8.34000
1982;Malaysia;Agriculture;8.32000
1983;Malaysia;Agriculture;8.45000
1984;Malaysia;Agriculture;8.75000
1985;Malaysia;Agriculture;8.82000
1986;Malaysia;Agriculture;8.69000
1987;Malaysia;Agriculture;8.93000
1988;Malaysia;Agriculture;9.09000
1989;Malaysia;Agriculture;9.51000
1990;Malaysia;Agriculture;9.66000
1991;Malaysia;Agriculture;9.93000
1992;Malaysia;Agriculture;10.20000
1993;Malaysia;Agriculture;10.90000
1994;Malaysia;Agriculture;11.00000
1995;Malaysia;Agriculture;10.20000
1996;Malaysia;Agriculture;10.30000
1997;Malaysia;Agriculture;12.10000
1998;Malaysia;Agriculture;12.70000
1999;Malaysia;Agriculture;12.50000
2000;Malaysia;Agriculture;12.80000
2001;Malaysia;Agriculture;11.30000
2002;Malaysia;Agriculture;12.60000
2003;Malaysia;Agriculture;12.90000
2004;Malaysia;Agriculture;14.20000
2005;Malaysia;Agriculture;15.30000
2006;Malaysia;Agriculture;14.60000
2007;Malaysia;Agriculture;15.60000
2008;Malaysia;Agriculture;17.80000
2009;Malaysia;Agriculture;18.50000
2010;Malaysia;Agriculture;18.80000
2011;Malaysia;Agriculture;17.40000
2012;Malaysia;Agriculture;17.70000
2013;Malaysia;Agriculture;16.90000
2014;Malaysia;Agriculture;17.10000
2015;Malaysia;Agriculture;16.80000
2016;Malaysia;Agriculture;16.80000
2017;Malaysia;Agriculture;16.70000
2018;Malaysia;Agriculture;16.10000
1850;Malaysia;Other;0.00000
1851;Malaysia;Other;0.00100
1852;Malaysia;Other;0.00199
1853;Malaysia;Other;0.00298
1854;Malaysia;Other;0.00398
1855;Malaysia;Other;0.00497
1856;Malaysia;Other;0.00597
1857;Malaysia;Other;0.00696
1858;Malaysia;Other;0.00796
1859;Malaysia;Other;0.00895
1860;Malaysia;Other;0.00995
1861;Malaysia;Other;0.01090
1862;Malaysia;Other;0.01190
1863;Malaysia;Other;0.01290
1864;Malaysia;Other;0.01390
1865;Malaysia;Other;0.01490
1866;Malaysia;Other;0.01590
1867;Malaysia;Other;0.01690
1868;Malaysia;Other;0.01790
1869;Malaysia;Other;0.01890
1870;Malaysia;Other;0.01990
1871;Malaysia;Other;0.02090
1872;Malaysia;Other;0.02190
1873;Malaysia;Other;0.02290
1874;Malaysia;Other;0.02390
1875;Malaysia;Other;0.02490
1876;Malaysia;Other;0.02590
1877;Malaysia;Other;0.02690
1878;Malaysia;Other;0.02790
1879;Malaysia;Other;0.02890
1880;Malaysia;Other;0.02980
1881;Malaysia;Other;0.03080
1882;Malaysia;Other;0.03180
1883;Malaysia;Other;0.03280
1884;Malaysia;Other;0.03380
1885;Malaysia;Other;0.03480
1886;Malaysia;Other;0.03580
1887;Malaysia;Other;0.03680
1888;Malaysia;Other;0.03780
1889;Malaysia;Other;0.03880
1890;Malaysia;Other;0.03980
1891;Malaysia;Other;0.04080
1892;Malaysia;Other;0.04180
1893;Malaysia;Other;0.04280
1894;Malaysia;Other;0.04380
1895;Malaysia;Other;0.04480
1896;Malaysia;Other;0.04580
1897;Malaysia;Other;0.04680
1898;Malaysia;Other;0.04780
1899;Malaysia;Other;0.04870
1900;Malaysia;Other;0.04970
1901;Malaysia;Other;0.05070
1902;Malaysia;Other;0.05170
1903;Malaysia;Other;0.05270
1904;Malaysia;Other;0.05370
1905;Malaysia;Other;0.05470
1906;Malaysia;Other;0.05570
1907;Malaysia;Other;0.05670
1908;Malaysia;Other;0.05770
1909;Malaysia;Other;0.05870
1910;Malaysia;Other;0.05970
1911;Malaysia;Other;0.06070
1912;Malaysia;Other;0.06170
1913;Malaysia;Other;0.06270
1914;Malaysia;Other;0.06370
1915;Malaysia;Other;0.06470
1916;Malaysia;Other;0.06570
1917;Malaysia;Other;0.06670
1918;Malaysia;Other;0.06770
1919;Malaysia;Other;0.06860
1920;Malaysia;Other;0.06960
1921;Malaysia;Other;0.07060
1922;Malaysia;Other;0.07160
1923;Malaysia;Other;0.07260
1924;Malaysia;Other;0.07360
1925;Malaysia;Other;0.07460
1926;Malaysia;Other;0.07560
1927;Malaysia;Other;0.07660
1928;Malaysia;Other;0.07760
1929;Malaysia;Other;0.07860
1930;Malaysia;Other;0.07960
1931;Malaysia;Other;0.08060
1932;Malaysia;Other;0.08160
1933;Malaysia;Other;0.08260
1934;Malaysia;Other;0.08360
1935;Malaysia;Other;0.08460
1936;Malaysia;Other;0.08560
1937;Malaysia;Other;0.08660
1938;Malaysia;Other;0.08750
1939;Malaysia;Other;0.08850
1940;Malaysia;Other;0.08950
1941;Malaysia;Other;0.09050
1942;Malaysia;Other;0.09150
1943;Malaysia;Other;0.09250
1944;Malaysia;Other;0.09350
1945;Malaysia;Other;0.09450
1946;Malaysia;Other;0.09550
1947;Malaysia;Other;0.09650
1948;Malaysia;Other;0.09750
1949;Malaysia;Other;0.09850
1950;Malaysia;Other;0.09950
1951;Malaysia;Other;0.10000
1952;Malaysia;Other;0.10100
1953;Malaysia;Other;0.10200
1954;Malaysia;Other;0.10300
1955;Malaysia;Other;0.10400
1956;Malaysia;Other;0.10500
1957;Malaysia;Other;0.10600
1958;Malaysia;Other;0.10700
1959;Malaysia;Other;0.10800
1960;Malaysia;Other;0.10900
1961;Malaysia;Other;0.11000
1962;Malaysia;Other;0.11100
1963;Malaysia;Other;0.11200
1964;Malaysia;Other;0.11300
1965;Malaysia;Other;0.11400
1966;Malaysia;Other;0.11500
1967;Malaysia;Other;0.11600
1968;Malaysia;Other;0.11700
1969;Malaysia;Other;0.11800
1970;Malaysia;Other;0.14600
1971;Malaysia;Other;0.14700
1972;Malaysia;Other;0.15400
1973;Malaysia;Other;0.16100
1974;Malaysia;Other;0.17900
1975;Malaysia;Other;0.19100
1976;Malaysia;Other;0.21400
1977;Malaysia;Other;0.22600
1978;Malaysia;Other;0.24900
1979;Malaysia;Other;0.26900
1980;Malaysia;Other;0.30100
1981;Malaysia;Other;0.31900
1982;Malaysia;Other;0.34600
1983;Malaysia;Other;0.33400
1984;Malaysia;Other;0.33400
1985;Malaysia;Other;0.33700
1986;Malaysia;Other;0.34000
1987;Malaysia;Other;0.33700
1988;Malaysia;Other;0.35200
1989;Malaysia;Other;0.40200
1990;Malaysia;Other;0.46800
1991;Malaysia;Other;0.50700
1992;Malaysia;Other;0.53300
1993;Malaysia;Other;0.55700
1994;Malaysia;Other;0.58100
1995;Malaysia;Other;0.63500
1996;Malaysia;Other;0.69100
1997;Malaysia;Other;0.73600
1998;Malaysia;Other;0.71200
1999;Malaysia;Other;0.73300
2000;Malaysia;Other;0.76600
2001;Malaysia;Other;0.79900
2002;Malaysia;Other;0.84000
2003;Malaysia;Other;0.81700
2004;Malaysia;Other;0.83400
2005;Malaysia;Other;0.82500
2006;Malaysia;Other;0.81100
2007;Malaysia;Other;0.85800
2008;Malaysia;Other;0.87600
2009;Malaysia;Other;0.81100
2010;Malaysia;Other;0.89700
2011;Malaysia;Other;0.94200
2012;Malaysia;Other;0.93900
2013;Malaysia;Other;1.01000
2014;Malaysia;Other;1.08000
2015;Malaysia;Other;1.05000
2016;Malaysia;Other;1.04000
2017;Malaysia;Other;1.06000
2018;Malaysia;Other;1.07000
1850;Myanmar;Energy;0.12000
1851;Myanmar;Energy;0.12600
1852;Myanmar;Energy;0.13300
1853;Myanmar;Energy;0.14000
1854;Myanmar;Energy;0.14700
1855;Myanmar;Energy;0.15500
1856;Myanmar;Energy;0.16300
1857;Myanmar;Energy;0.17200
1858;Myanmar;Energy;0.18100
1859;Myanmar;Energy;0.19000
1860;Myanmar;Energy;0.19900
1861;Myanmar;Energy;0.20900
1862;Myanmar;Energy;0.21900
1863;Myanmar;Energy;0.23000
1864;Myanmar;Energy;0.24100
1865;Myanmar;Energy;0.25300
1866;Myanmar;Energy;0.26500
1867;Myanmar;Energy;0.27800
1868;Myanmar;Energy;0.29100
1869;Myanmar;Energy;0.30500
1870;Myanmar;Energy;0.32000
1871;Myanmar;Energy;0.33500
1872;Myanmar;Energy;0.35100
1873;Myanmar;Energy;0.36900
1874;Myanmar;Energy;0.38700
1875;Myanmar;Energy;0.40600
1876;Myanmar;Energy;0.42600
1877;Myanmar;Energy;0.44700
1878;Myanmar;Energy;0.46800
1879;Myanmar;Energy;0.48900
1880;Myanmar;Energy;0.51100
1881;Myanmar;Energy;0.53300
1882;Myanmar;Energy;0.55600
1883;Myanmar;Energy;0.57900
1884;Myanmar;Energy;0.60300
1885;Myanmar;Energy;0.62800
1886;Myanmar;Energy;0.65400
1887;Myanmar;Energy;0.68100
1888;Myanmar;Energy;0.70900
1889;Myanmar;Energy;0.73700
1890;Myanmar;Energy;0.81100
1891;Myanmar;Energy;0.84100
1892;Myanmar;Energy;0.87400
1893;Myanmar;Energy;0.91000
1894;Myanmar;Energy;0.94800
1895;Myanmar;Energy;0.98800
1896;Myanmar;Energy;1.03000
1897;Myanmar;Energy;1.07000
1898;Myanmar;Energy;1.12000
1899;Myanmar;Energy;1.17000
1900;Myanmar;Energy;1.22000
1901;Myanmar;Energy;1.27000
1902;Myanmar;Energy;1.33000
1903;Myanmar;Energy;1.40000
1904;Myanmar;Energy;1.47000
1905;Myanmar;Energy;1.55000
1906;Myanmar;Energy;1.62000
1907;Myanmar;Energy;1.69000
1908;Myanmar;Energy;1.75000
1909;Myanmar;Energy;1.81000
1910;Myanmar;Energy;1.86000
1911;Myanmar;Energy;1.90000
1912;Myanmar;Energy;1.94000
1913;Myanmar;Energy;1.98000
1914;Myanmar;Energy;2.01000
1915;Myanmar;Energy;2.04000
1916;Myanmar;Energy;2.07000
1917;Myanmar;Energy;2.10000
1918;Myanmar;Energy;2.13000
1919;Myanmar;Energy;2.16000
1920;Myanmar;Energy;2.20000
1921;Myanmar;Energy;2.23000
1922;Myanmar;Energy;2.26000
1923;Myanmar;Energy;2.29000
1924;Myanmar;Energy;2.31000
1925;Myanmar;Energy;2.34000
1926;Myanmar;Energy;2.37000
1927;Myanmar;Energy;2.45000
1928;Myanmar;Energy;2.49000
1929;Myanmar;Energy;2.40000
1930;Myanmar;Energy;2.43000
1931;Myanmar;Energy;2.32000
1932;Myanmar;Energy;2.35000
1933;Myanmar;Energy;2.37000
1934;Myanmar;Energy;2.42000
1935;Myanmar;Energy;2.39000
1936;Myanmar;Energy;2.46000
1937;Myanmar;Energy;2.54000
1938;Myanmar;Energy;2.44000
1939;Myanmar;Energy;2.55000
1940;Myanmar;Energy;2.51000
1941;Myanmar;Energy;2.52000
1942;Myanmar;Energy;0.84700
1943;Myanmar;Energy;0.37100
1944;Myanmar;Energy;0.29300
1945;Myanmar;Energy;0.28500
1946;Myanmar;Energy;0.06200
1947;Myanmar;Energy;0.07750
1948;Myanmar;Energy;0.17800
1949;Myanmar;Energy;0.14000
1950;Myanmar;Energy;0.68400
1951;Myanmar;Energy;0.77100
1952;Myanmar;Energy;0.92700
1953;Myanmar;Energy;1.06000
1954;Myanmar;Energy;1.18000
1955;Myanmar;Energy;1.16000
1956;Myanmar;Energy;1.35000
1957;Myanmar;Energy;1.70000
1958;Myanmar;Energy;1.95000
1959;Myanmar;Energy;2.23000
1960;Myanmar;Energy;2.19000
1961;Myanmar;Energy;2.10000
1962;Myanmar;Energy;2.32000
1963;Myanmar;Energy;2.10000
1964;Myanmar;Energy;2.27000
1965;Myanmar;Energy;2.17000
1966;Myanmar;Energy;2.24000
1967;Myanmar;Energy;2.87000
1968;Myanmar;Energy;2.32000
1969;Myanmar;Energy;2.55000
1970;Myanmar;Energy;3.71000
1971;Myanmar;Energy;4.08000
1972;Myanmar;Energy;3.94000
1973;Myanmar;Energy;3.34000
1974;Myanmar;Energy;3.77000
1975;Myanmar;Energy;3.68000
1976;Myanmar;Energy;3.89000
1977;Myanmar;Energy;4.13000
1978;Myanmar;Energy;4.12000
1979;Myanmar;Energy;4.04000
1980;Myanmar;Energy;4.38000
1981;Myanmar;Energy;4.41000
1982;Myanmar;Energy;4.37000
1983;Myanmar;Energy;4.52000
1984;Myanmar;Energy;5.15000
1985;Myanmar;Energy;5.21000
1986;Myanmar;Energy;5.30000
1987;Myanmar;Energy;3.91000
1988;Myanmar;Energy;3.23000
1989;Myanmar;Energy;3.50000
1990;Myanmar;Energy;3.39000
1991;Myanmar;Energy;3.29000
1992;Myanmar;Energy;3.84000
1993;Myanmar;Energy;4.19000
1994;Myanmar;Energy;4.85000
1995;Myanmar;Energy;5.38000
1996;Myanmar;Energy;5.61000
1997;Myanmar;Energy;5.80000
1998;Myanmar;Energy;6.32000
1999;Myanmar;Energy;7.03000
2000;Myanmar;Energy;7.90000
2001;Myanmar;Energy;7.52000
2002;Myanmar;Energy;7.81000
2003;Myanmar;Energy;8.32000
2004;Myanmar;Energy;8.92000
2005;Myanmar;Energy;8.26000
2006;Myanmar;Energy;9.13000
2007;Myanmar;Energy;9.15000
2008;Myanmar;Energy;6.95000
2009;Myanmar;Energy;7.24000
2010;Myanmar;Energy;8.90000
2011;Myanmar;Energy;10.20000
2012;Myanmar;Energy;7.75000
2013;Myanmar;Energy;8.95000
2014;Myanmar;Energy;15.10000
2015;Myanmar;Energy;16.10000
2016;Myanmar;Energy;17.50000
2017;Myanmar;Energy;18.00000
2018;Myanmar;Energy;25.40000
1850;Myanmar;Industrial Processes and Product Use;0.00000
1851;Myanmar;Industrial Processes and Product Use;0.00000
1852;Myanmar;Industrial Processes and Product Use;0.00001
1853;Myanmar;Industrial Processes and Product Use;0.00001
1854;Myanmar;Industrial Processes and Product Use;0.00001
1855;Myanmar;Industrial Processes and Product Use;0.00001
1856;Myanmar;Industrial Processes and Product Use;0.00001
1857;Myanmar;Industrial Processes and Product Use;0.00001
1858;Myanmar;Industrial Processes and Product Use;0.00002
1859;Myanmar;Industrial Processes and Product Use;0.00002
1860;Myanmar;Industrial Processes and Product Use;0.00002
1861;Myanmar;Industrial Processes and Product Use;0.00002
1862;Myanmar;Industrial Processes and Product Use;0.00002
1863;Myanmar;Industrial Processes and Product Use;0.00003
1864;Myanmar;Industrial Processes and Product Use;0.00003
1865;Myanmar;Industrial Processes and Product Use;0.00003
1866;Myanmar;Industrial Processes and Product Use;0.00003
1867;Myanmar;Industrial Processes and Product Use;0.00004
1868;Myanmar;Industrial Processes and Product Use;0.00004
1869;Myanmar;Industrial Processes and Product Use;0.00004
1870;Myanmar;Industrial Processes and Product Use;0.00004
1871;Myanmar;Industrial Processes and Product Use;0.00004
1872;Myanmar;Industrial Processes and Product Use;0.00005
1873;Myanmar;Industrial Processes and Product Use;0.00005
1874;Myanmar;Industrial Processes and Product Use;0.00005
1875;Myanmar;Industrial Processes and Product Use;0.00005
1876;Myanmar;Industrial Processes and Product Use;0.00005
1877;Myanmar;Industrial Processes and Product Use;0.00006
1878;Myanmar;Industrial Processes and Product Use;0.00006
1879;Myanmar;Industrial Processes and Product Use;0.00006
1880;Myanmar;Industrial Processes and Product Use;0.00006
1881;Myanmar;Industrial Processes and Product Use;0.00007
1882;Myanmar;Industrial Processes and Product Use;0.00007
1883;Myanmar;Industrial Processes and Product Use;0.00007
1884;Myanmar;Industrial Processes and Product Use;0.00007
1885;Myanmar;Industrial Processes and Product Use;0.00007
1886;Myanmar;Industrial Processes and Product Use;0.00008
1887;Myanmar;Industrial Processes and Product Use;0.00008
1888;Myanmar;Industrial Processes and Product Use;0.00008
1889;Myanmar;Industrial Processes and Product Use;0.00008
1890;Myanmar;Industrial Processes and Product Use;0.00013
1891;Myanmar;Industrial Processes and Product Use;0.00014
1892;Myanmar;Industrial Processes and Product Use;0.00015
1893;Myanmar;Industrial Processes and Product Use;0.00017
1894;Myanmar;Industrial Processes and Product Use;0.00018
1895;Myanmar;Industrial Processes and Product Use;0.00020
1896;Myanmar;Industrial Processes and Product Use;0.00022
1897;Myanmar;Industrial Processes and Product Use;0.00024
1898;Myanmar;Industrial Processes and Product Use;0.00026
1899;Myanmar;Industrial Processes and Product Use;0.00028
1900;Myanmar;Industrial Processes and Product Use;0.00030
1901;Myanmar;Industrial Processes and Product Use;0.00032
1902;Myanmar;Industrial Processes and Product Use;0.00036
1903;Myanmar;Industrial Processes and Product Use;0.00039
1904;Myanmar;Industrial Processes and Product Use;0.00043
1905;Myanmar;Industrial Processes and Product Use;0.00047
1906;Myanmar;Industrial Processes and Product Use;0.00051
1907;Myanmar;Industrial Processes and Product Use;0.00055
1908;Myanmar;Industrial Processes and Product Use;0.00058
1909;Myanmar;Industrial Processes and Product Use;0.00061
1910;Myanmar;Industrial Processes and Product Use;0.00063
1911;Myanmar;Industrial Processes and Product Use;0.00065
1912;Myanmar;Industrial Processes and Product Use;0.00067
1913;Myanmar;Industrial Processes and Product Use;0.00068
1914;Myanmar;Industrial Processes and Product Use;0.00069
1915;Myanmar;Industrial Processes and Product Use;0.00070
1916;Myanmar;Industrial Processes and Product Use;0.00071
1917;Myanmar;Industrial Processes and Product Use;0.00073
1918;Myanmar;Industrial Processes and Product Use;0.00074
1919;Myanmar;Industrial Processes and Product Use;0.00075
1920;Myanmar;Industrial Processes and Product Use;0.00077
1921;Myanmar;Industrial Processes and Product Use;0.00094
1922;Myanmar;Industrial Processes and Product Use;0.00140
1923;Myanmar;Industrial Processes and Product Use;0.00208
1924;Myanmar;Industrial Processes and Product Use;0.00292
1925;Myanmar;Industrial Processes and Product Use;0.00387
1926;Myanmar;Industrial Processes and Product Use;0.00487
1927;Myanmar;Industrial Processes and Product Use;0.00588
1928;Myanmar;Industrial Processes and Product Use;0.00682
1929;Myanmar;Industrial Processes and Product Use;0.00764
1930;Myanmar;Industrial Processes and Product Use;0.00829
1931;Myanmar;Industrial Processes and Product Use;0.00881
1932;Myanmar;Industrial Processes and Product Use;0.00929
1933;Myanmar;Industrial Processes and Product Use;0.00976
1934;Myanmar;Industrial Processes and Product Use;0.01020
1935;Myanmar;Industrial Processes and Product Use;0.01070
1936;Myanmar;Industrial Processes and Product Use;0.01120
1937;Myanmar;Industrial Processes and Product Use;0.01180
1938;Myanmar;Industrial Processes and Product Use;0.01240
1939;Myanmar;Industrial Processes and Product Use;0.01310
1940;Myanmar;Industrial Processes and Product Use;0.01380
1941;Myanmar;Industrial Processes and Product Use;0.01470
1942;Myanmar;Industrial Processes and Product Use;0.01560
1943;Myanmar;Industrial Processes and Product Use;0.01660
1944;Myanmar;Industrial Processes and Product Use;0.01770
1945;Myanmar;Industrial Processes and Product Use;0.01890
1946;Myanmar;Industrial Processes and Product Use;0.02020
1947;Myanmar;Industrial Processes and Product Use;0.02150
1948;Myanmar;Industrial Processes and Product Use;0.02300
1949;Myanmar;Industrial Processes and Product Use;0.02460
1950;Myanmar;Industrial Processes and Product Use;0.04250
1951;Myanmar;Industrial Processes and Product Use;0.03590
1952;Myanmar;Industrial Processes and Product Use;0.05340
1953;Myanmar;Industrial Processes and Product Use;0.05710
1954;Myanmar;Industrial Processes and Product Use;0.06860
1955;Myanmar;Industrial Processes and Product Use;0.07310
1956;Myanmar;Industrial Processes and Product Use;0.06700
1957;Myanmar;Industrial Processes and Product Use;0.07200
1958;Myanmar;Industrial Processes and Product Use;0.07680
1959;Myanmar;Industrial Processes and Product Use;0.08150
1960;Myanmar;Industrial Processes and Product Use;0.08960
1961;Myanmar;Industrial Processes and Product Use;0.09010
1962;Myanmar;Industrial Processes and Product Use;0.10100
1963;Myanmar;Industrial Processes and Product Use;0.14200
1964;Myanmar;Industrial Processes and Product Use;0.14900
1965;Myanmar;Industrial Processes and Product Use;0.15300
1966;Myanmar;Industrial Processes and Product Use;0.16100
1967;Myanmar;Industrial Processes and Product Use;0.16200
1968;Myanmar;Industrial Processes and Product Use;0.18900
1969;Myanmar;Industrial Processes and Product Use;0.19800
1970;Myanmar;Industrial Processes and Product Use;0.19600
1971;Myanmar;Industrial Processes and Product Use;0.21400
1972;Myanmar;Industrial Processes and Product Use;0.22000
1973;Myanmar;Industrial Processes and Product Use;0.22200
1974;Myanmar;Industrial Processes and Product Use;0.21600
1975;Myanmar;Industrial Processes and Product Use;0.23100
1976;Myanmar;Industrial Processes and Product Use;0.26300
1977;Myanmar;Industrial Processes and Product Use;0.28700
1978;Myanmar;Industrial Processes and Product Use;0.28500
1979;Myanmar;Industrial Processes and Product Use;0.35300
1980;Myanmar;Industrial Processes and Product Use;0.35700
1981;Myanmar;Industrial Processes and Product Use;0.32900
1982;Myanmar;Industrial Processes and Product Use;0.35200
1983;Myanmar;Industrial Processes and Product Use;0.35500
1984;Myanmar;Industrial Processes and Product Use;0.34700
1985;Myanmar;Industrial Processes and Product Use;0.42700
1986;Myanmar;Industrial Processes and Product Use;0.41200
1987;Myanmar;Industrial Processes and Product Use;0.39800
1988;Myanmar;Industrial Processes and Product Use;0.38600
1989;Myanmar;Industrial Processes and Product Use;0.49100
1990;Myanmar;Industrial Processes and Product Use;0.49800
1991;Myanmar;Industrial Processes and Product Use;0.42900
1992;Myanmar;Industrial Processes and Product Use;0.44100
1993;Myanmar;Industrial Processes and Product Use;0.42300
1994;Myanmar;Industrial Processes and Product Use;0.55200
1995;Myanmar;Industrial Processes and Product Use;0.58200
1996;Myanmar;Industrial Processes and Product Use;0.59100
1997;Myanmar;Industrial Processes and Product Use;0.60600
1998;Myanmar;Industrial Processes and Product Use;0.55700
1999;Myanmar;Industrial Processes and Product Use;0.55700
2000;Myanmar;Industrial Processes and Product Use;0.65600
2001;Myanmar;Industrial Processes and Product Use;0.57000
2002;Myanmar;Industrial Processes and Product Use;0.59000
2003;Myanmar;Industrial Processes and Product Use;0.64600
2004;Myanmar;Industrial Processes and Product Use;0.72100
2005;Myanmar;Industrial Processes and Product Use;0.67800
2006;Myanmar;Industrial Processes and Product Use;0.72400
2007;Myanmar;Industrial Processes and Product Use;0.74500
2008;Myanmar;Industrial Processes and Product Use;0.78300
2009;Myanmar;Industrial Processes and Product Use;0.78400
2010;Myanmar;Industrial Processes and Product Use;0.81500
2011;Myanmar;Industrial Processes and Product Use;0.83200
2012;Myanmar;Industrial Processes and Product Use;1.01000
2013;Myanmar;Industrial Processes and Product Use;1.10000
